Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -9.000000e+002  1.000000e+000  1.000000e+000
  300    1    2    0 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc            SConc
    1 -0.000000e+000  0.000000e+000    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  3.090000e-003  0.000000e+000  0.000000e+000
    2 -3.010030e+000 -5.016720e+000    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  3.090000e-003  0.000000e+000  0.000000e+000
    3 -6.020070e+000 -1.003350e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  3.090000e-003  0.000000e+000  0.000000e+000
    4 -9.030100e+000 -1.505020e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  3.090000e-003  0.000000e+000  0.000000e+000
    5 -1.204010e+001 -2.006680e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  3.090000e-003  0.000000e+000  0.000000e+000
    6 -1.505020e+001 -2.508370e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  3.090000e-003  0.000000e+000  0.000000e+000
    7 -1.806020e+001 -3.010030e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  3.090000e-003  0.000000e+000  0.000000e+000
    8 -2.107020e+001 -3.511700e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  3.090000e-003  0.000000e+000  0.000000e+000
    9 -2.408030e+001 -4.013380e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.060000e-002  0.000000e+000  0.000000e+000
   10 -2.709030e+001 -4.515050e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.060000e-002  0.000000e+000  0.000000e+000
   11 -3.010030e+001 -5.016720e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.060000e-002  0.000000e+000  0.000000e+000
   12 -3.311040e+001 -5.518400e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.060000e-002  0.000000e+000  0.000000e+000
   13 -3.612040e+001 -6.020070e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.060000e-002  0.000000e+000  0.000000e+000
   14 -3.913040e+001 -6.521730e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.060000e-002  0.000000e+000  0.000000e+000
   15 -4.214050e+001 -7.023420e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.060000e-002  0.000000e+000  0.000000e+000
   16 -4.515050e+001 -7.525080e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.060000e-002  0.000000e+000  0.000000e+000
   17 -4.816050e+001 -8.026750e+001    1    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.030000e-003  0.000000e+000  0.000000e+000
   18 -5.117060e+001 -8.528430e+001    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.030000e-003  0.000000e+000  0.000000e+000
   19 -5.418060e+001 -9.030100e+001    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.030000e-003  0.000000e+000  0.000000e+000
   20 -5.719060e+001 -9.531770e+001    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.030000e-003  0.000000e+000  0.000000e+000
   21 -6.020070e+001 -1.003350e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.030000e-003  0.000000e+000  0.000000e+000
   22 -6.321070e+001 -1.053510e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.030000e-003  0.000000e+000  0.000000e+000
   23 -6.622070e+001 -1.103680e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.030000e-003  0.000000e+000  0.000000e+000
   24 -6.923080e+001 -1.153850e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.030000e-003  0.000000e+000  0.000000e+000
   25 -7.224080e+001 -1.204010e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  0.000000e+000  0.000000e+000  0.000000e+000
   26 -7.525080e+001 -1.254180e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  0.000000e+000  0.000000e+000  0.000000e+000
   27 -7.826090e+001 -1.304350e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  0.000000e+000  0.000000e+000  0.000000e+000
   28 -8.127090e+001 -1.354520e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  0.000000e+000  0.000000e+000  0.000000e+000
   29 -8.428090e+001 -1.404680e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  0.000000e+000  0.000000e+000  0.000000e+000
   30 -8.729100e+001 -1.454850e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  0.000000e+000  0.000000e+000  0.000000e+000
   31 -9.030100e+001 -1.505020e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  0.000000e+000  0.000000e+000  0.000000e+000
   32 -9.331100e+001 -1.555180e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  0.000000e+000  0.000000e+000  0.000000e+000
   33 -9.632110e+001 -1.605350e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  0.000000e+000  0.000000e+000  0.000000e+000
   34 -9.933110e+001 -1.655520e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  0.000000e+000  0.000000e+000  0.000000e+000
   35 -1.023410e+002 -1.705680e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   36 -1.053510e+002 -1.755850e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   37 -1.083610e+002 -1.806020e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   38 -1.113710e+002 -1.856180e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   39 -1.143810e+002 -1.906350e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   40 -1.173910e+002 -1.956520e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   41 -1.204010e+002 -2.006680e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   42 -1.234110e+002 -2.056850e+002    2    1  1.000000e+002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   43 -1.264210e+002 -2.107020e+002    2    1  1.000000e+001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   44 -1.294310e+002 -2.157180e+002    2    1  1.000000e+001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   45 -1.324410e+002 -2.207350e+002    2    1  1.000000e+001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   46 -1.354520e+002 -2.257530e+002    2    1  1.000000e+001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   47 -1.384620e+002 -2.307700e+002    2    1  1.000000e+001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   48 -1.414720e+002 -2.357870e+002    2    1  1.000000e+001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  6.890000e-004  0.000000e+000  0.000000e+000
   49 -1.444820e+002 -2.408030e+002    3    1  1.000000e+001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.870000e-003  0.000000e+000  0.000000e+000
   50 -1.474920e+002 -2.458200e+002    3    1  1.000000e+001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000  1.870000e-003  0.000000e+000  0.000000e+000
